"episode_num","episode","comment_txt","username","likes","reply","likes_per_ep"
"#38","Season 4 Shadowing ","Um well that was quiet literal","Spice&Sugar ","1",FALSE,"186"
"#38","Season 4 Shadowing ","Utica NY?!??!? Damn we hitting a little too close to home for me ","Miranda Camp","4",FALSE,"186"
"#38","Season 4 Shadowing ","Quite literally, fore-shadow-ing","MadameArmageddon","1",FALSE,"186"
"#38","Season 4 Shadowing ","Today's tea: \"they didn't call it an epidemic until white people started dying\".","Intern Dana (KILL YOUR DOUBLE)","14",FALSE,"186"
"#38","Season 4 Shadowing ","Damn I felt that in my soul","Raichle Carstairs","9",FALSE,"186"
"#38","Season 4 Shadowing ","also, this looks really good!","( <U+30ED>_<U+30ED>)<U+309E>","2",FALSE,"186"
"#38","Season 4 Shadowing ","no way! first comment?","( <U+30ED>_<U+30ED>)<U+309E>","1",FALSE,"186"
"#39","How We Got Here","I hate how he asked \"are you going to keep it?\"..... it? like the baby is a thing? please don't kill your children. they are living human beings. They at least deserve a chance at life.","happycat(:","3",FALSE,"213"
"#39","How We Got Here","At least he thought about their well-being and genuinely didn’t know how he got it.","PeptoBaptismol","5",FALSE,"213"
"#39","How We Got Here","i feel bad for him ","QuirkyMika","2",FALSE,"213"
"#39","How We Got Here","It hurts that these are real life situations ","°•Mariella•°","12",FALSE,"213"
"#39","How We Got Here","It really does, but the more people who know about this stuff the better. Check out our follow up info for each episode on Instagram @ygetit.","TESTED @YGetIt on IG","5",TRUE,"213"
"#39","How We Got Here","Thank you, also thank you for doing this. it's definitely needed and will help so many people <U+2764><U+FE0F>","°•Mariella•°","3",TRUE,"213"
"#39","How We Got Here","I don't blame her but I still feel bad for him","Serenity Brown","12",FALSE,"213"
"#39","How We Got Here","Same...","sausage172000","3",TRUE,"213"
"#39","How We Got Here","I don't feel bad for him at all. She doesn't deserve what he did to her, intentionally or not. He was obviously into drugs and drug users are a higher risk for STDs. He brought it on himself.","Talsong Kingslayer","1",TRUE,"213"
"#39","How We Got Here","No, i don’t blame her. ","Raichle Carstairs","16",FALSE,"213"
"#39","How We Got Here","Ayyyyy I’m earlyyyyyy","(<U+30CE><U+0CA0><U+76CA><U+0CA0>)<U+30CE> nmn","1",FALSE,"213"
"#39","How We Got Here","Congratulations ","Lily23","0",TRUE,"213"
"#40","Solution or More Problems? ","I'm glad she was able to accept his help even if she can't forgive him. Please don't screw it up, dude. This is your last chance. ","frowsy","65",FALSE,"218"
"#40","Solution or More Problems? ","I'm concerned, I want to be fully happy but I know sometimes old habits...so I'll just pray for the best.","°•Mariella•°","43",FALSE,"218"
"#40","Solution or More Problems? ","I really hope nothing bad happens but I know something will.","WaNaBePrETty","14",FALSE,"218"
"#40","Solution or More Problems? ","why don't you do an episode on how you will never be able to have a normal ***g relationship with anyone because as soon as you tell them they pity you and then stop talking to you . or mabey how you don't take your meds because u wish the shit would kill you or how you rather drop ***g dead then walk through the doors of an Infectious disease clinic again. or here's a good one how your pos baby daddy was *** a man on the side and lied to you about having HIV. ","smash8811 e","1",FALSE,"218"
"#40","Solution or More Problems? ","Thank you for your comment and ideas. We actually talk about all of this stuff on our IG account in more detail; Dating, Staying on track with medication, Stigma, and Dealing with life in general. Here are some links. 1) HIV and Dating https://bit.ly/2SeWTHx2) HIV Stigma https://bit.ly/2RncS1X 3) Depression and HIV  https://bit.ly/2qq7U8c","TESTED @YGetIt on IG","0",TRUE,"218"
"#40","Solution or More Problems? ","Oof, he's probably gonna duck this up real hard","Space Turtle ","1",FALSE,"218"
"#40","Solution or More Problems? ","So Elena or her grandmother didn’t have friends or other relatives who could babysit? What about the blonde from her school?","Mugly Mae","1",FALSE,"218"
"#40","Solution or More Problems? ","Well that problem got solved fast.Yeah, let’s hope everything goes well ","sausage172000","1",FALSE,"218"
"#40","Solution or More Problems? ","awww","happycat(:","2",FALSE,"218"
"#40","Solution or More Problems? ","So proud of his progress ","QueenaWilliams","2",FALSE,"218"
"#40","Solution or More Problems? ","They look like the pefect family all dressed up. ","frowsy","2",FALSE,"218"
"#40","Solution or More Problems? ","Even if he screws it I hope he gives good times to their children.","AoiYeyi","4",FALSE,"218"
"#40","Solution or More Problems? ","F*** YEAH!!!","Lady Sheep","2",FALSE,"218"
"#40","Solution or More Problems? ","Yay! Anybody can turn their lives around!! ","Mandypants","5",FALSE,"218"
"#40","Solution or More Problems? ","he still gonna deal drugs isn't he","Ariana Twiss","3",FALSE,"218"
"#41","Sooo It's Not About Football? ","Poor kid :( drugs are never the answer to anything even after you've lost everything. ","Chase Xu","44",FALSE,"190"
"#41","Sooo It's Not About Football? ","oh no.... too much pressure on kids added with injury and lost dreams...feelings of failure... oh no ","°•Mariella•°","14",FALSE,"190"
"#41","Sooo It's Not About Football? ","DAYUM he be as busted as Alex when mr.james renolyeds send him a letter","Spice&Sugar ","1",FALSE,"190"
"#41","Sooo It's Not About Football? ","Damn...","AoiYeyi","2",FALSE,"190"
"#41","Sooo It's Not About Football? ","*Pretend to be shock * Oh noooo","GrimmZin","5",FALSE,"190"
"#41","Sooo It's Not About Football? ","Gosh darn frick frack a tic tac I just want everything to be okaaaaaayyyyyy!!!!!","maddiesue13 ","1",FALSE,"190"
"#41","Sooo It's Not About Football? ","Ah wonderful...","sausage172000","5",FALSE,"190"
"#41","Sooo It's Not About Football? ","people don't knock though","S!gma","7",FALSE,"190"
"#41","Sooo It's Not About Football? ","oof","Ariana Twiss","3",FALSE,"190"
"#41","Sooo It's Not About Football? ","“Adam?”","potato ruler","2",FALSE,"190"
"#41","Sooo It's Not About Football? ","I seriously love this art workAnd I love each episode","Alanie Rodriguez","4",FALSE,"190"
"#42","Lay It Out For Me","He's suffering from not only addiction but deep depression along with denial ","°•Mariella•°","5",FALSE,"179"
"#42","Lay It Out For Me","Aaaand he shows no  given about his predicament.","Mugly Mae","5",FALSE,"179"
"#42","Lay It Out For Me","Well I can picture this ending well for everyone.. ","sausage172000","6",FALSE,"179"
"#42","Lay It Out For Me","People like him are the reason why people like me, who have chronic pain and require narcotic pain medication to basically live a normal life, can’t get the amount of medication we need! I have Sickle Cell Disease, it’s a genetic blood disorder that doesn’t have a cure yet","RedtheGreyFox","13",FALSE,"179"
"#42","Lay It Out For Me","https://www.google.com/amp/s/www.sfgate.com/health/amp/BABY-SIBLINGS-MEDICAL-SAVIORS-Oakland-hospital-2661281.phpThere's is a cure, just how I saved my brother","Uni Dasheik","1",TRUE,"179"
"#42","Lay It Out For Me","@Uni Dasheik That’s not a cure for everyone. You need to have an extremely close match like a full sibling in order for that to work. My only full sibling also has Sickle Cell, so that’s not an option for me. It’s not an option for a lot of Sickle Cell Warriors, that’s why we need a cure that will work for everyone.","RedtheGreyFox","1",TRUE,"179"
"#42","Lay It Out For Me","something like that recently happened near me. Kid at a school got busted for sellin pills and stuff like that. he was charged as an adult...","WaNaBePrETty","9",FALSE,"179"
"#42","Lay It Out For Me","I hope they help him before it’s too late ","Wolfcryrain ","10",FALSE,"179"
"#43","One Person Can Be Many Things","Brothers giving him the stink eye","Mugly Mae","5",FALSE,"183"
"#43","One Person Can Be Many Things","his brother needs to say something. ","WaNaBePrETty","6",FALSE,"183"
"#43","One Person Can Be Many Things","Mikey is a drug addict.","19danny15","7",FALSE,"183"
"#43","One Person Can Be Many Things","This hits too close to home... This is exactly how my brother is","Helene raven","6",FALSE,"183"
"#43","One Person Can Be Many Things","Well the mother could also talk to him directly, or both parents can do it.","AoiYeyi","5",FALSE,"183"
"#43","One Person Can Be Many Things","Ugh addiction can really ruin your relationships though. Like obviously Mikey’s sweet but he’s not exactly reliable. ","Loose Squid","10",FALSE,"183"
"#43","One Person Can Be Many Things","When people are addicted, they will do things that they wouldn't normally do whilst hiding behind the person you know and love. Just because they're addicted doesn't mean to stop loving them, no. It means you need to help them as best as you can to get them away from their addiction. ","Chase Xu","16",FALSE,"183"
"#43","One Person Can Be Many Things","Hm...I suppose that’s true. You never really look at that, just the addiction itself.","sausage172000","9",FALSE,"183"
"#44","Time for Treats","This was me my life every single day it didn’t matter what the world was doing everything had to stop for us to go to the bathroom to shootup, I was homeless 90 pounds saw and made my mother cry lost almost all of my teeth but today I can say god saved me through all of that kept me alive showed me all of that but still gave me my own choice before I kept letting him down until I grabbed his arm and pulled me out the depths of hell, I’ll have 2 years clean June 29, when I think of drugs, or see ","Cheapthrill_Xo","3",FALSE,"163"
"#44","Time for Treats","Almost my whole town I grew up in everyone is using and dieing, & looks like the walking dead, moving to Florida (no rehab no AA) and going to my Methadone clinic has changed my entire life I don’t crave drugs want to puke when I think of them, don’t have those thoughts or whispers in my ear saying you can sneak and do it noone will know just all of that desire left and I can say moving and the meds helped me I got my first job first house first family and a loving caring man in my life who’d","Cheapthrill_Xo","2",TRUE,"163"
"#44","Time for Treats","Been there through all the struggles of withdrawal me throwing up all over myself sleepless nights of shaking and twitching(he’s never done drugs) so yea moving helped a lot starting fresh helped I live as normal as I could ever be but I do mention to tell my story speak out and help as many homeless, lost or just hurting people that I come across, I try to be the kindest person I can be, because that feeling is better then any high, my heart breaks for all of us addicts ","Cheapthrill_Xo","1",TRUE,"163"
"#44","Time for Treats","When I say all of us I mean yes I was an addict and still am I have an addictive personality thingy, (so I’m not living in active addiction anymore) i wish I could like sacrifice myself for all the addicts hurting abused children, & the animals ever poor baby that’s getting abused or is sad or anything but sadly I’m nobody and I can’t change any of it but maybe if I think like this maybe I’m not the only one and maybe all of us who feel this way can get together and maybe help all those who are ","Cheapthrill_Xo","1",TRUE,"163"
"#44","Time for Treats","Hurting or just stuck, many blessings to anyone who reads this entire thread I pray that god continues to bless you in this life and that your at peace have. Great day guys remember life is what you make it so pls make that sh*t ROCK","Cheapthrill_Xo","2",TRUE,"163"
"#44","Time for Treats","God why do I get the feeling either one or both of them are going to OD in there","Sparkle_Butterfli","5",FALSE,"163"
"#44","Time for Treats","....I was thinking she was pregnant but...the other implications are worse..","sausage172000","7",FALSE,"163"
"#44","Time for Treats","Oh no she's on drugs too ","frowsy","2",FALSE,"163"
"#44","Time for Treats","Damn I hope she is not breastfeeding her baby.","AoiYeyi","14",FALSE,"163"
"#44","Time for Treats","Oh no. I just remember that you can share HIV through needles. I didn’t think this was where his story was going.Edit: Thanks for top comment kinda funny that I got it right after episode 48 comes out","Aurora Schuring","12",FALSE,"163"
"#44","Time for Treats","Aw she’s hooked on drugs too","Mugly Mae","8",FALSE,"163"
"#44","Time for Treats","Is it just me or does she not want to be with her baby daddy? I have a feeling that he might end up being diagnosed with HIV,,, ","Chase Xu","5",FALSE,"163"
"#44","Time for Treats","just me or are the two are getting divorce. or it. an be them getting durgs.","WaNaBePrETty","4",FALSE,"163"
"#45","Yep! It's That Simple","this was so difficult to read, I'm trying to be compassionate and understanding yet part of me just wants to beat the crap out of both parents and let that baby be adopted by parents who will never harm that child. Sadly you can only help those who want it ","°•Mariella•°","34",FALSE,"162"
"#45","Yep! It's That Simple","sooner or later someone is going to take yhe baby away and put them in jail or prison for child endangerment. ","WaNaBePrETty","5",TRUE,"162"
"#45","Yep! It's That Simple","Is it wrong that I'd feel sad if that does happen. I want that baby to have their parents but not this way. sigh","°•Mariella•°","5",TRUE,"162"
"#45","Yep! It's That Simple","Ugh, maybe just maybe you shouldn’t take a bunch of drugs when you have a baby?!","sausage172000","19",FALSE,"162"
"#45","Yep! It's That Simple","I love that this comic is illuminating such important issues","EllieTheFanGirl","0",FALSE,"162"
"#45","Yep! It's That Simple","Remember kids opioids are dangerous if you A) didn't need them in the first place B) don't understand dosage calculation formulaC)  it's someone else's medicine D)  don't follow doctor's instructions and E) dependency has been created through any of the above.withdrawal sucks and can be just as dangerous as misusing these types of medicines in the first place. ","coyowolf TMT","2",FALSE,"162"
"#45","Yep! It's That Simple","Well, but then she is going to have opioid withdrawal....","AoiYeyi","3",FALSE,"162"
"#45","Yep! It's That Simple","Thank you all for your comments. We'd like to point out that when people struggle with addiction their actions don't always reflect their best selves.  Maria is driven by a desire to quell her symptoms of withdrawal. Symptoms of withdrawal here. https://bit.ly/2TnYyet Options for treatment of those symptoms on the way to recovery here. https://bit.ly/2C0HelR","TESTED @YGetIt on IG","6",FALSE,"162"
"#45","Yep! It's That Simple","Can cognitive behavioral therapy help people with this problem? What kinds of therapy do help people with this problem?","Mugly Mae","5",FALSE,"162"
"#45","Yep! It's That Simple"," depending the substance and dosage cold turkey may not be an option so they whein a person off the drug. behavioral health hospitals are supposed to offer group therapy daily, individual therapy at least weekly, and set up out-patient therapy. but they aren't supposed to force patients into these as sessions do nothing for unwilling patients. before you can treat a behavior like substance misuse you have to treat the body and the person needs to want to change. ","coyowolf TMT","2",TRUE,"162"
"#45","Yep! It's That Simple","I get that taking drugs while having a baby is wrong. But still, the store owner can lose customers with that attitude of his. ","Lily23","3",FALSE,"162"
"#45","Yep! It's That Simple","HOLY SHIT NOOOOOOOOOOOOOOOOOO DAMN DA BABY NOOOOO","Ivivion","4",FALSE,"162"
"#45","Yep! It's That Simple","Had no idea about that. poor baby though! ","hieimitha","4",FALSE,"162"
"#45","Yep! It's That Simple","dose that stuff keep you from OD'ing? ","WaNaBePrETty","9",FALSE,"162"
"#45","Yep! It's That Simple","No. However, If someone overdoses from using opioids (pills or heroin) you can give this medication to stop/reverse the overdose. You can read more about it here, https://bit.ly/2y0qLgy . We will be demonstrating how to use tomorrow on our Instagram page @ygetit.","TESTED @YGetIt on IG","11",TRUE,"162"
"#46","It Doesn't Have to Be This Hard","A family member of mine died from this, massive heart attack. He tried his best til the end but his body couldn't take it.","°•Mariella•°","1",FALSE,"158"
"#46","It Doesn't Have to Be This Hard","Seriously this is an underrated webtoon ","Spice&Sugar ","11",FALSE,"158"
"#46","It Doesn't Have to Be This Hard","Withdraw can kill you ","Loose Squid","11",FALSE,"158"
"#46","It Doesn't Have to Be This Hard","Every day is a struggle, but he doesn’t ha e to do it alone","sausage172000","14",FALSE,"158"
"#46","It Doesn't Have to Be This Hard","poor guy, I know how he feels. I never had drugs or stuff like that but I did have an addiction to selfharm and I know how hard it is to resist the urge. ","WaNaBePrETty","17",FALSE,"158"
"#46","It Doesn't Have to Be This Hard","are you ok right now? i hope you are.","happycat(:","3",TRUE,"158"
"#46","It Doesn't Have to Be This Hard","happycat(: I'm fine. still have bad days but with God by my side I can get through it","WaNaBePrETty","2",TRUE,"158"
"#47","Help!","Really enjoying how it is being shown the way to seek help and the options for treatment and recovery!!!  great job! ","hieimitha","0",FALSE,"171"
"#47","Help!","I love that you highlight the actual help you get instead of the cliché movie rehab where it's always a failure. You give hope and education. I believe this could actually save someones life because they got this info from y'all<U+2764><U+FE0F>","°•Mariella•°","10",FALSE,"171"
"#47","Help!","They treat drug addiction with  opiods??? ","Alioki","2",FALSE,"171"
"#47","Help!","you can't just stop with most opiods once you've created a dependency/normalcy for it in your system. even if you take it as prescribed. Same with narcotics, psychoactives, and psychotropics. You have to be weaned off these drugs, which means gradually lowering the dosage or switching to a different one that has the same effects but not as strong and considered less additive.","coyowolf TMT","1",TRUE,"171"
"#47","Help!","\"I just want to feel normal\". It's va/gue but deep.","AoiYeyi","4",FALSE,"171"
"#47","Help!","Ha that third picture should be a meme","Mugly Mae","2",FALSE,"171"
"#47","Help!","thank you for another episode, this plus boo! its sex is teaching me a lot about the things they don't teach in school. I really like character development with this comic and how it switches between the different viewpoints and perspectives of each of the parties involved. ","Lady Sheep","13",FALSE,"171"
"#48","Not Great News","Damn, but I'm proud because he told them he is ill. And that the baby needs to be tested.","AoiYeyi","6",FALSE,"153"
"#48","Not Great News","I wish that the parents understand that their son isn't going to die, and it isn't their fault either. I wish that parents just had more faith in their child, however stupid their actions may be.","<U+0001F954>Potato of Future<U+0001F308>","5",FALSE,"153"
"#48","Not Great News","Please let the baby be ok. ","frowsy","15",FALSE,"153"
"#49","Let Her Know","Ok, the dude is doing better, I appreciate that, but chick? YOU HAVE A CHILD AND YOU LITERALLY ALMOST DIED A COUPLE OF EPISODES AGO!!!!! Goodness... smdh... <U+2640><U+FE0F><U+2640><U+FE0F>","RedtheGreyFox","3",FALSE,"156"
"#49","Let Her Know","He did very good at saying no to drugs, he handle it nicely, hope he keeps being strong.","AoiYeyi","24",FALSE,"156"
"#49","Let Her Know","I'm sorry for being stupid but what does her being a nurse have to do with it? Like they get tested or?","Anna.Niko","18",FALSE,"156"
"#49","Let Her Know","maybe because he warned her about having both she already knows the possibilities and that she should get tested too","hieimitha","9",TRUE,"156"
"#49","Let Her Know","I think she means that she used to be someone who had it together before things went to sh!t","Loose Squid","15",TRUE,"156"
"#49","Let Her Know","Wow.....","s22220","3",FALSE,"156"
"#50","Tragedy ","This one hits home. In the previous episode I related since I had to use Narcan on my brother and it barely brought him back and just recently he relapsed and he was found without a pulse. He was recovered once again but barely. Cold and alone in a ditch drugged up is how he would’ve gone. He still doesn’t know his HIV status and doesn’t want to know and refuses to get tested. This stuff is H A R D, and it’s worth every penny to donate to organizations that deal with HIV testing/ counseling.","pompouswaffles","49",FALSE,"149"
"#50","Tragedy ","Fentanyl is actually a synthetic opioid. It’s stronger than morphine though so in a hospital setting the dosage of fentanyl has to be lowered in order to match the dosage of morphine someone would normally get. When I’m admitted in the hospital(I have Sickle Cell Disease) I’m usually on a fentanyl PCA pump. But when I’m in the ER or the infusion center I’ll usually get morphine.","RedtheGreyFox","30",FALSE,"149"
"#50","Tragedy ","He’ll have to raise his baby as a single father, It’s sad that it was preventable if she was more open to treatment.","Chaizara","23",FALSE,"149"
"#50","Tragedy ","I was on a bus to Chicago. And we stopped in Indianapolis. At the bus stop there were 3 men sitting on the bench. I looked a little closer and realized this guy had something around his arm (I can't remember now) and realized he was limp on the bench with his head was limp and hanging in the air. The 2 other men left him. idk if he lived or died. I never seen anything like that. And it was the most awful thing. All of us on the bus just stated, not knowing if he lived or not","Amber Deserai Webber","1",FALSE,"149"
"#50","Tragedy ","<U+2639><U+FE0F>","Mugly Mae","1",FALSE,"149"
"#50","Tragedy ","oh no! ","hieimitha","1",FALSE,"149"
"#50","Tragedy ","So she just...overdosed after that? And left her baby and boyfriend?","sausage172000","3",FALSE,"149"
"#50","Tragedy ","Oh God. My heart just broke :( I hope she’s found peace. So awful","Elanarana","1",FALSE,"149"
"#50","Tragedy ","oh shit she dead","Galaxy Crystal","3",FALSE,"149"
"#50","Tragedy ","In my town recently there's been a large amount of OD deaths related to Fentanyl, and it's being sold all around town, especially so in my school. I lost an aquaintance a couple weeks ago due to it because they didn't understand how strong the drug is","Bad_Wolf_Rose","6",FALSE,"149"
"#50","Tragedy ","Woah","s22220","3",FALSE,"149"
"#50","Tragedy ","My heart dropped...I'm crying cuz this hit me unexpectedly. I'm mad at her but I totally understand... finally she's found peace ","°•Mariella•°","7",FALSE,"149"
"#51","Quick Pause","Damn...","AoiYeyi","1",FALSE,"128"
"#51","Quick Pause","It sucks people have to go through that...","sausage172000","7",FALSE,"128"
"#52","Grief and Temptation ","This is such a great webtoon! I especially like the empathetic and informative approach of every chapteri","risemika","2",FALSE,"125"
"#52","Grief and Temptation ","addiction is an illness, a genuine illness. Maria and Mikey make choices that is tainted by that. and blaming either of them isn't gonna help them","Beast of No Nation","12",FALSE,"125"
"#52","Grief and Temptation ","And Mike is going to hurt himself too, hopes he doesn't do it. This is going to be his first hard time. Please don't do it!","AoiYeyi","3",FALSE,"125"
"#52","Grief and Temptation ","Listen to him. It's not worth it.","Lily23","13",FALSE,"125"
"#53","Never Ending ","Yeah you will relax in your head before you actually relax but that’s the thing about that if you didn’t relapse over and over and over again and not touched it I pray you have the strength even if this is just a story because the living as a real like attic I will be back soon relatable and I’m glad that people can see how it feels and what it feels like just from the short episodes think you for that","Cheapthrill_Xo","2",FALSE,"122"
"#53","Never Ending ","it's difficult I've seen it and I breaks my heart but you gotta pull through even though it is tough as shit. but in the end it will all be worth it because you get to live another day and see the people that make it worth while","graciepoohchan<U+0001F910><U+0001F910><U+0001F910>","7",FALSE,"122"
"#53","Never Ending ","It really is a daily battle. Sometimes it does get hard, but I feel like it gets easier over time.","sausage172000","5",FALSE,"122"
"#53","Never Ending ","I really hope we don't see a repeat of the injury-> painkiller cycle here...","profaniteas","5",FALSE,"122"
"#53","Never Ending ","you can do it, we live with the choices we make so choose to live with a better one","Beast of No Nation","5",FALSE,"122"
"#53","Never Ending ","Don’t do it. You made one day, you can make it another.","Raichle Carstairs","14",FALSE,"122"
"#54","Say It Loudly?  ","Those girls are nosy ","Onyx Melody","2",FALSE,"91"
"#54","Say It Loudly?  ","He's just so nonchalant.. while the girls are like yoooo wtf!","°•Mariella•°","7",FALSE,"91"
"#54","Say It Loudly?  ","Good, it’s always good to go to a doctor and get the right diagnosis and treatment instead of ignoring it.... and also use protection homies.","Raichle Carstairs","10",FALSE,"91"
