"episode","comment_txt","username","likes","reply"
"Lay It Out For Me","something like that recently happened near me. Kid at a school got busted for sellin pills and stuff like that. he was charged as an adult...","WaNaBePrETty","8",FALSE
"Lay It Out For Me","I hope they help him before it’s too late ","Wolfcryrain ","9",FALSE
"One Person Can Be Many Things","Brothers giving him the stink eye","Mugly Mae","4",FALSE
"One Person Can Be Many Things","his brother needs to say something. ","WaNaBePrETty","6",FALSE
"One Person Can Be Many Things","Mikey is a drug addict.","19danny15","7",FALSE
"One Person Can Be Many Things","This hits too close to home... This is exactly how my brother is","Helene raven","6",FALSE
"One Person Can Be Many Things","Well the mother could also talk to him directly, or both parents can do it.","AoiYeyi","4",FALSE
"One Person Can Be Many Things","Ugh addiction can really ruin your relationships though. Like obviously Mikey’s sweet but he’s not exactly reliable. ","Loose Squid","10",FALSE
"One Person Can Be Many Things","When people are addicted, they will do things that they wouldn't normally do whilst hiding behind the person you know and love. Just because they're addicted doesn't mean to stop loving them, no. It means you need to help them as best as you can to get them away from their addiction. ","Chase Xu","14",FALSE
"One Person Can Be Many Things","Hm...I suppose that’s true. You never really look at that, just the addiction itself.","Kyle Majerczyk","9",FALSE
"Time for Treats","This was me my life every single day it didn’t matter what the world was doing everything had to stop for us to go to the bathroom to shootup, I was homeless 90 pounds saw and made my mother cry lost almost all of my teeth but today I can say god saved me through all of that kept me alive showed me all of that but still gave me my own choice before I kept letting him down until I grabbed his arm and pulled me out the depths of hell, I’ll have 2 years clean June 29, when I think of drugs, or see ","Cheapthrill_Xo","1",FALSE
"Time for Treats","Almost my whole town I grew up in everyone is using and dieing, & looks like the walking dead, moving to Florida (no rehab no AA) and going to my Methadone clinic has changed my entire life I don’t crave drugs want to puke when I think of them, don’t have those thoughts or whispers in my ear saying you can sneak and do it noone will know just all of that desire left and I can say moving and the meds helped me I got my first job first house first family and a loving caring man in my life who’d","Cheapthrill_Xo","1",TRUE
"Time for Treats","Been there through all the struggles of withdrawal me throwing up all over myself sleepless nights of shaking and twitching(he’s never done drugs) so yea moving helped a lot starting fresh helped I live as normal as I could ever be but I do mention to tell my story speak out and help as many homeless, lost or just hurting people that I come across, I try to be the kindest person I can be, because that feeling is better then any high, my heart breaks for all of us addicts ","Cheapthrill_Xo","1",TRUE
"Time for Treats","When I say all of us I mean yes I was an addict and still am I have an addictive personality thingy, (so I’m not living in active addiction anymore) i wish I could like sacrifice myself for all the addicts hurting abused children, & the animals ever poor baby that’s getting abused or is sad or anything but sadly I’m nobody and I can’t change any of it but maybe if I think like this maybe I’m not the only one and maybe all of us who feel this way can get together and maybe help all those who are ","Cheapthrill_Xo","1",TRUE
"Time for Treats","Hurting or just stuck, many blessings to anyone who reads this entire thread I pray that god continues to bless you in this life and that your at peace have. Great day guys remember life is what you make it so pls make that sh*t ROCK","Cheapthrill_Xo","2",TRUE
"Time for Treats","God why do I get the feeling either one or both of them are going to OD in there","Sparkle_Butterfli","4",FALSE
"Time for Treats","....I was thinking she was pregnant but...the other implications are worse..","Kyle Majerczyk","6",FALSE
"Time for Treats","Oh no she's on drugs too ","frowsy","2",FALSE
"Time for Treats","Damn I hope she is not breastfeeding her baby.","AoiYeyi","12",FALSE
"Time for Treats","Oh no. I just kinda remember that you can share HIV through needles. I didn’t think this was where his story was going.","Aurora Schuring","9",FALSE
"Time for Treats","Aw she’s hooked on drugs too","Mugly Mae","8",FALSE
"Time for Treats","Is it just me or does she not want to be with her baby daddy? I have a feeling that he might end up being diagnosed with HIV,,, ","Chase Xu","4",FALSE
"Time for Treats","just me or are the two are getting divorce. or it. an be them getting durgs.","WaNaBePrETty","4",FALSE
"Yep! It's That Simple","Well, but then she is going to have opioid withdrawal....","AoiYeyi","1",FALSE
"Yep! It's That Simple","Thank you all for your comments. We'd like to point out that when people struggle with addiction their actions don't always reflect their best selves.  Maria is driven by a desire to quell her symptoms of withdrawal. Symptoms of withdrawal here. https://bit.ly/2TnYyet Options for treatment of those symptoms on the way to recovery here. https://bit.ly/2C0HelR","TESTED @YGetIt on IG","1",FALSE
"Yep! It's That Simple","Can cognitive behavioral therapy help people with this problem? What kinds of therapy do help people with this problem?","Mugly Mae","3",FALSE
"Yep! It's That Simple","I get that taking drugs while having a baby is wrong. But still, the store owner can lose customers with that attitude of his. ","Lily23","2",FALSE
"Yep! It's That Simple","HOLY SHIT NOOOOOOOOOOOOOOOOOO DAMN DA BABY NOOOOO","Ivivion","4",FALSE
"Yep! It's That Simple","Had no idea about that. poor baby though! ","hieimitha","4",FALSE
"Yep! It's That Simple","Ugh, maybe just maybe you shouldn’t take a bunch of drugs when you have a baby?!","Kyle Majerczyk","10",FALSE
"Yep! It's That Simple","dose that stuff keep you from OD'ing? ","WaNaBePrETty","7",FALSE
"Yep! It's That Simple","No. However, If someone overdoses from using opioids (pills or heroin) you can give this medication to stop/reverse the overdose. You can read more about it here, https://bit.ly/2y0qLgy . We will be demonstrating how to use tomorrow on our Instagram page @ygetit.","TESTED @YGetIt on IG","9",TRUE
"Yep! It's That Simple","this was so difficult to read, I'm trying to be compassionate and understanding yet part of me just wants to beat the crap out of both parents and let that baby be adopted by parents who will never harm that child. Sadly you can only help those who want it ","°•Mariella•°","21",FALSE
"Yep! It's That Simple","sooner or later someone is going to take yhe baby away and put them in jail or prison for child endangerment. ","WaNaBePrETty","5",TRUE
"Yep! It's That Simple","Is it wrong that I'd feel sad if that does happen. I want that baby to have their parents but not this way. sigh","°•Mariella•°","5",TRUE
